artist.familiarity,artist.hotttnesss,artist.id,artist.latitude,artist.location,artist.longitude,artist.name,artist.similar,artist.terms,artist.terms_freq,release.id,release.name,song.artist_mbtags,song.artist_mbtags_count,song.bars_confidence,song.bars_start,song.beats_confidence,song.beats_start,song.duration,song.end_of_fade_in,song.hotttnesss,song.id,song.key,song.key_confidence,song.loudness,song.mode,song.mode_confidence,song.start_of_fade_out,song.tatums_confidence,song.tatums_start,song.tempo,song.time_signature,song.time_signature_confidence,song.title,song.year
0.597541218,0.382651971,ARXUT4W1187FB48BEB,0,0,0,Javier Navarrete,0,orchestra,0.842995301,644631,0,0,0,0.359,0.77461,0.773,0.77461,128.83546,0,0.394394856,SORSECL12AB0182267,3,0,-17.699,1,0.251,121.423,0.302,0.77461,90.932,3,1,0,0
0.495445922,0.294861262,ARDD1RC1187B9B52B4,0,0,0,Jacob Young,0,cool jazz,0.878319228,730551,0,0,1,0.238,0.92047,0.908,0.23284,456.30649,0.241,0,SOOGFBZ12AC3DF7FF2,1,0.611,-19.478,1,0.546,451.315,0,0.06094,89.667,4,0.747,0,0
0.527865076,0.393121934,ARLGWFM1187FB4AC9F,34.05349,0,-118.24532,Scarlet's Remains,0,gothic metal,0.974033549,709879,0,0,0,0.379,0.73465,0.268,0.28881,198.73914,0,0.450992312,SOMSBGZ12AB018C4CB,7,0.673,-7.469,1,0.579,193.016,0.461,0.14044,115.061,4,0.731,0,2007
0.668674533,0.467538444,ARWYVP51187B98C516,42.33168,0,-83.04792,The Suicide Machines,0,ska punk,1,706005,0,0,0,0.987,0.90181,0.471,0.38075,95.68608,0,0.528782481,SONYRZV12AB018AF70,2,0.421,-2.022,1,0.589,87.806,0.84,0.12215,115.887,4,0.744,0,2003
0.814829656,0.735765693,ARFCUN31187B9AD578,51.50632,0,-0.12714,The Rolling Stones,0,blues,0.999983058,42595,0,0,4,0.797,0.15016,0.797,0.15016,271.49016,0.171,0.83449262,SONQBUB12A6D4F8ED0,9,0.301,-10.358,0,0.392,263.784,0.018,0.15016,139.333,1,0,0,0
0.482356043,0.350078579,AR6YDKV1187B989230,0,0,0,Roberto Torres,0,salsa,1,782470,0,0,0,0.016,0.86592,0.917,0.34973,226.66404,0.311,0,SOHGKJW12AC468A8BD,0,0.863,-12.716,1,0.671,219.51,0.646,0.34973,117.271,4,0.453,0,0
0.661080168,0.442765842,ARV1JVD1187B9AD195,35.91463,0,-79.05661,Loudon Wainwright III,0,modern rock,1,28723,0,0,1,0.077,1.56662,0.799,0.37554,190.48444,0.258,0.510119314,SOINBCU12A6D4F94C0,3,0.544,-15.663,1,0.596,177.029,0.537,0.37554,102.428,4,0.496,0,1995
0.701180874,0.466628889,AR7TTS41187B9B42D3,34.36401,0,-89.51877,R.L. Burnside,0,delta blues,0.980350471,557761,0,0,1,0.002,0.93659,0.885,0.275,277.78567,0.24,0.482137585,SOTWVQT12A58A79650,2,0,-6.944,1,0,267.453,0.963,0.275,89.984,4,0,0,2004
0.73379894,0.544257506,ART3O5Z1187B9AB043,32.77815,0,-96.7954,Stevie Ray Vaughan,0,texas blues,0.999791772,417945,0,0,1,0.008,0.74277,1,0.2077,248.78975,0.183,-1,SOTSEJY12AB0180F56,1,0.754,-7.805,1,0.597,246.19,0.867,0.2077,116.721,4,0.522,0,1992
0.590692918,0.452817838,AR5U94U1187FB5CDCF,0,0,0,John Hammond,0,blues,1,575531,0,0,1,0.058,0.32071,0.651,0.32071,195.3171,0,-1,SOTSETT12AB01863B8,7,0.98,-10.7,1,0.753,187.617,0.672,0.32071,123.142,4,0.678,0,2002
0.665322162,0.394217199,ARRJNTE1187FB44E12,0,0,0,Casiotone For The Painfully Alone,0,trip hop,0.877629027,234425,0,0,1,0.002,0.74575,0.706,0.32409,175.72526,0.734,0.785892288,SOTUNMH12A6D4FA3E6,0,0.522,-10.93,1,0.474,168.699,1,0.11431,141.919,4,0.445,0,2006
0.50407567,0.33457736,AR6IRG41187B9A4D98,52.51607,0,13.37698,Ec8or,0,hardcore techno,1,505301,0,0,0,0.024,0.47086,0,0.47086,217.23383,1.042,-1,SOEPPKB12AB018418B,10,0.005,-9.493,0,0.305,213.496,0.283,0.15342,95.596,4,1,0,1995
0.717670525,0.479308459,ARS1OWB1187B99EEAD,0,0,0,The New York Dolls,0,glam rock,0.998786077,74655,0,0,1,0.877,0.12284,0.877,0.12284,344.05832,0.068,0.561692411,SOGKIWV12A6D4F86C4,11,0.425,-9.253,1,0.486,335.029,0.56,0.12284,154.953,1,0,0,1974
0.669726188,0.427914247,ARGMXQW1187FB54C34,-23.56287,0,-46.65466,Eliane Elias,0,brazilian jazz,1,322532,0,0,1,0.068,2.90946,0.675,0.14772,251.42812,0.071,0.43483809,SOPHYIS12AAF3B35A3,7,0.391,-12.009,1,0.319,237.598,0.228,0.14772,86.091,5,0.551,0,2009
0.569741152,0.412240601,AROEL1B1187B988B90,0,0,0,Lost Boyz,0,gangster rap,1,14592,0,0,1,0.267,0.34237,1,0.34237,269.7922,0.218,0.405115722,SOFHBAR12A6701D0FE,7,0.715,-11.043,1,0.614,257.416,0.466,0.34237,90.218,4,1,0,1997
0.640048357,0.40439264,AR8W8DN1187FB35ED0,34.05349,0,-118.24532,The Germs,0,rock,1,515081,0,0,1,0.276,0.05314,0.276,0.05314,206.05342,0,-1,SOCPRKM12AB018A2FD,11,0.641,-11.506,0,0.597,206.053,0.48,0.05314,133.144,1,0,0,1977
0.397772876,0.383475745,ARUWLCL1187FB549B8,0,0,0,Yamandu Costa,0,brazilian jazz,1,765750,0,0,0,0.599,0.31943,0.462,0.02559,190.04036,0,-1,SOFGHAM12AB0186412,2,0.105,-14.179,1,0.433,176.924,0.626,0.02559,205.317,4,0,0,0
0.643182773,0.500691341,AR3793X1187FB50CB3,0,0,0,Chris Rea,0,soft rock,0.961375214,17220,0,0,1,0.386,0.42366,0,0.0889,241.162,0.549,0.767727748,SODHVES12A6701CE6B,9,0.222,-8.531,1,0.403,230.342,0.587,0.0889,180.149,4,0,0,1986
0.411421048,0.338414819,ARINEWW1187FB5577E,0,0,0,Perrey And Kingsley,0,easy listening,0.947930118,617077,0,0,0,0.102,0.49054,0,0.49054,122.64444,0.99,0.43483809,SOXIATP12AAF3B2184,0,0.61,-8.541,0,0.489,109.627,0.411,0.05812,102.538,4,0.869,0,1966
0.75100762,0.523699078,ARDGB6U1187FB3AD07,51.50632,0,-0.12714,Eurythmics,0,dance rock,0.947914829,278999,0,0,2,0.453,8.99358,0.777,2.31778,207.0722,2.583,0.38293509,SOGNQWU12A8AE4868F,0,0.442,-6.629,1,0.371,202.757,0.516,2.31778,84.164,4,0.853,0,1985
0.54858513,0.383524247,AR2J2WF1187FB46271,54.48303,0,-3.53444,Francis Dunnery,0,singer-songwriter,1,19601,0,0,0,0.008,1.1612,0.379,0.67535,300.79955,0,0.610474258,SOYQOFI12A6D4F76E1,7,0.666,-13.33,1,0.658,298.347,0.249,0.42142,124.175,4,0.698,0,1995
0.749317801,0.481655862,ARUI8651187B9ACF52,0,0,0,John Cale,0,experimental rock,1,38599,0,0,2,0.632,0.02909,0.632,0.02909,228.46649,0,0.226555314,SOVOLGY12A6D4F822B,7,0.458,-12.412,1,0.602,228.466,0.513,0.02909,137.004,1,0,0,1997
0.631946666,0.380704536,AR89DTT1187B9A7ED5,37.77916,0,-122.42005,Suzanne Ciani,0,meditation,0.920584126,619882,0,0,1,0.114,0.96617,0.526,0.3834,239.59465,0.311,0.415983118,SOMZCVH12AB0182B8E,7,0.527,-21.552,1,0.613,236.507,0.488,0.08155,106.33,4,0.526,0,0
0.653937821,0.396855869,ARMD0G81187B99A519,0,0,0,Vickie Winans,0,ccm,1,618615,0,0,0,0.572,1.06091,0.601,0.50472,228.93669,0.338,-1,SONXJBL12AAF3B2C0C,11,0.172,-8.686,0,0.369,219.574,0.275,0.22871,107.961,4,1,0,0
0.668370612,0.45755391,AR0VZWC1187B99BA57,-37.81753,0,144.96715,The Berzerker,0,speedcore,0.932857594,681639,0,0,1,0.234,0.38387,0,0.38387,165.61587,2.171,0,SOYWZTU12AB0180E26,1,0.108,-6.222,1,0.256,165.616,0.115,0.21142,174.287,3,0.132,0,2000
0.845768866,0.788805935,ARF2EHS1187B994F4E,36.16778,0,-86.77836,Kings Of Leon,0,southern rock,1,449471,0,0,2,0.109,1.18583,1,0.15226,187.92444,0.328,0.685940227,SOLGHDZ12AB0183B11,0,0.612,-5.907,1,0.735,180.344,0.784,0.15226,116.823,4,0.347,0,2003
0.407455644,0.30004649,ARZKRD01187FB45FD2,0,0,0,Edith Lefel,0,zouk,1,321356,0,0,0,0.018,1.1958,0.611,0.01968,276.50567,0.299,0,SOTNTNJ12AAA15FBD6,0,0.29,-4.638,1,0.389,261.956,0.656,0.01968,101.972,4,1,0,0
0.460171324,0.189314878,ARK4H5K1187B992F74,0,0,0,Taras,0,trance,1,530141,0,0,0,0.084,0.89225,0.907,0.41788,200.25424,0,-1,SOXZXXV12AAF3B3A67,11,0.056,-5.884,0,0.283,194.844,0.582,0.1801,127.97,4,0,0,0
0.778816717,0.554291489,AR06EB01187FB40150,0,0,0,NOFX,0,punk,1,104765,0,0,3,0.081,0.76754,0.644,0.29609,144.50893,0.237,0.671236027,SOPIKEG12A58291636,4,0.093,-7.787,0,0.423,140.057,0.829,0.0586,152.622,4,0.358,0,1992
0.435889847,0.26803784,ARKPDBH1242077DEB1,0,0,0,Murskahumppa,0,suomi rock,1,695158,0,0,0,0.668,0.1737,0.635,0.1737,285.17832,0,-1,SOIRNBO12AC468D207,7,0.379,-8.488,1,0.401,275.853,0.303,0.1737,110.787,3,1,0,0
0.711165787,0.466826993,ARBJSO81187B9BA09B,0,0,0,Soda Stereo,0,rock,1,509770,0,0,1,0.393,1.74155,0.872,0.67947,246.69995,0.322,0.62616576,SOSBDSF12AB0189007,7,0.161,-9.603,1,0.205,224.049,0.399,0.42263,112.903,4,1,0,1990
0.443162398,0.30045446,ARRC2JF1187B9B6A93,-24.9162,0,133.39311,Bruce Rowland,0,easy listening,1,223779,0,0,0,0.066,0.36508,0.948,0.36508,84.03546,0.328,0,SOIJXXM12A8C1416D6,7,0.469,-26.266,1,0.591,75.79,0.386,0.11188,115.642,4,0.44,0,1985
0.400433514,0.266275286,ARNIFX51187FB418EA,0,0,0,Xcultures,0,gabba,0.942755424,466577,0,0,0,0.023,1.21595,1,0.25377,273.52771,2.177,0.199238262,SOHMMMC12AB0181C42,1,0.652,-6.305,1,0.694,268.893,0.641,0.25377,125.013,4,1,0,2000
0.477364753,0.337507289,ARCCRTI11F4C845308,0,0,0,White Heart,0,ccm,1,148547,0,0,0,0,0.36873,0.443,0.36873,298.84036,19.093,0.265861049,SOVJXVJ12A8C13517D,5,0.596,-9.998,1,0.567,289.46,0,0.16818,113.277,4,0.872,0,0
0.617870116,0.36366811,ARNVH8S1187FB52F86,18.11526,0,-77.27348,Heavy D / McGruff,0,pop rap,0.892334368,423012,0,0,0,0.036,0.98426,0.883,0.36334,161.38404,0.165,0.237733942,SOFZCTA12AB0188D8F,5,0.665,-9.161,0,0.606,161.384,0.262,0.05327,96.979,4,0.895,0,1997
0.744641246,0.579988982,ARNLO5S1187B9B80CC,0,0,0,Van Halen,0,heavy metal,0.999932033,7133,0,0,1,0.812,0.34761,0.812,0.34761,209.29261,0,0.82448213,SOLRYQR12A670215BF,8,0.455,-4.865,1,0.48,206.623,0.775,0.14268,140.995,1,0.41,0,0
0.845601887,1.005941966,ARTDQRC1187FB4EFD4,0,0,0,Black Eyed Peas,0,hip hop,1,358442,0,0,1,0.933,1.1904,0.692,0.63902,229.61587,0,0.624425493,SOCHRXB12A8AE48069,11,0.205,-4.882,0,0.332,213.664,0.41,0.36332,105.206,4,1,0,2004
0.905776889,0.598458501,ARK9TRQ1187B99C095,41.50471,0,-81.69074,Nine Inch Nails,0,industrial metal,0.999945289,15567,0,0,7,0.018,1.76242,1,0.80838,426.89261,0.286,0.635536649,SOKBBXO12A6701DEA0,0,0.05,-12.951,0,0.395,399.9,1,0.33137,63.017,4,0.378,0,2000
0.694021648,0.479407676,ARODBRG1187FB3FD99,0,0,0,Nick Cave & The Bad Seeds,0,rock,1,413222,0,0,2,0.023,0.85641,0.277,0.44094,269.26975,3.889,-1,SOWHYUG12A58A77FAB,9,0.052,-11.751,0,0.142,262.798,0.495,0.23321,144.603,4,0,0,0
0.408389022,0.139247394,ARMBYRO1187FB57419,0,0,0,Nadine Renee,0,freestyle,1,80578,0,0,0,0.319,0.50432,0,0.14912,249.41669,0.647,0.198785349,SOYSTDI12A6D4F6500,2,0.883,-6.693,1,0.728,238.434,0.662,0.14912,167.92,4,0.75,0,0
0.606925359,0.389100776,ARWY7I71187FB36C3D,40.71455,0,-74.00712,Lesley Gore,0,brill building pop,1,26902,0,0,1,1,0.06727,1,0.06727,136.48934,0.229,-1,SOOOROX12A6D4F8400,9,0.386,-9.091,1,0.632,130.026,0.782,0.06727,129.122,1,0,0,1963
0.562463784,0.322485106,AR6Y22S1187B99906F,0,0,0,Smartbomb,0,melodic hardcore,0.981267204,633532,0,0,0,0.009,0.64544,1,0.19348,233.27302,0.386,0,SONSPZE12AB01819CE,0,0.53,-2.658,1,0.501,231.178,0.89,0.19348,132.022,4,0.782,0,2001
0.481004583,0.335651839,ARI5P4N1187FB3F44D,0,0,0,Suburbs,0,british pop,0.939709535,435830,0,0,0,0.87,0.302,0.87,0.302,187.24526,0.107,0.249065795,SOHWGFU12AB017B036,1,0.842,-4.42,1,0.721,178.625,0.598,0.13943,183.92,1,0.063,0,2005
0.742963152,0.453391186,ARYPWUK1187B98ACED,64.55653,0,12.66538,Emperor,0,heavy metal,1,495734,0,0,0,0.047,0.73058,0,0.73058,72.61995,0,-1,SOQQVQJ12AB0185192,9,0,-11.051,0,0,68.365,0.202,0.56271,89.867,4,0.476,0,0
0.58547954,0.364384925,ARW63KF1187B98AC48,46.71067,0,1.71819,Julien Clerc,0,chanson,1,664484,0,0,1,0.259,1.21926,0.707,0.19064,272.63955,2.775,-1,SODRHHD12AB0189F2A,2,0.633,-9.97,1,0.605,272.64,0.128,0.19064,119.896,5,0.921,0,0
0.67159627,0.481024239,AR8H87D1187FB3A841,34.03142,0,-93.50243,Glen Campbell,0,country rock,0.970825545,112851,0,0,1,0.153,0.09896,1,0.09896,142.75873,0.218,-1,SOQGFVO12A8C13C8C3,1,0.62,-11.335,0,0.814,135.546,0.614,0.09896,137.29,4,0,0,0
0.449323615,0.343281882,ARLWR721187B9A03C9,35.82213,0,-88.91599,T.G. Sheppard,0,country rock,0.998410062,200689,0,0,0,0.635,0.52519,0.635,0.52519,194.11546,0.089,0.382723281,SORABMD12A8C136672,5,1,-15.581,1,0.886,182.729,0.479,0.15887,82.343,1,0.387,0,2002
0.51644378,0.386669092,ARF4V431187FB3AA41,27.94653,0,-82.45927,Slim Whitman,0,folk-pop,1,682725,0,0,0,0.52,1.87142,0.431,0.61665,195.91791,0.165,-1,SOTUBVH12AB018D2EC,3,0.883,-11.98,1,0.735,192.087,0.444,0.20411,91.487,4,0,0,1990
0.728209707,0.538070295,ARBGWMW1187B9AEA3E,0,0,0,Savage Garden,0,easy listening,0.896826245,287804,0,0,3,0.083,3.56292,0.489,0.22888,118.33424,0,-1,SOMQAGT12A8C132DB4,9,0,-11.215,0,0,118.334,0.105,0.22888,84.69,5,0.678,0,1999
0.798645179,0.552413346,AR6G4V01187B9AD086,0,0,0,Queens Of The Stone Age,0,stoner metal,0.920686051,220917,0,0,3,0.002,0.68393,1,0.15338,288.41751,0.113,0.725121284,SOKLLOH12A67020F2C,2,0.08,-8.165,1,0.665,279.179,1,0.15338,115.606,4,0,0,2005
